player_name,year,rounds,measured_rounds,avg_off_tee,avg_approach,avg_around,avg_putting
Justin Rose,2012,69,53,0.355,0.84,0.567,-0.122
Jeff Maggert,2012,83,78,0.287,0.084,-0.214,-0.127
Mark Anderson,2012,75,61,-0.217,-0.542,0.017,-0.133
Adam Scott,2012,59,41,0.605,0.494,0.203,-0.138
David Toms,2012,60,44,0.131,0.012,0.189,-0.141
Freddie Jacobson,2012,61,44,-0.071,0.306,0.02,-0.145
Patrick Sheehan,2012,58,44,-0.468,-0.737,0.092,-0.149
Rod Pampling,2012,88,69,0.061,-0.131,0.203,-0.153
Will Claxton,2012,99,86,0.524,0.318,-0.163,-0.167
Tim Herron,2012,88,76,0.152,0.193,0.163,-0.174
Jason Kokrak,2012,79,69,-0.044,-0.173,-0.045,-0.184
Michael Bradley,2012,63,55,-1.146,0.391,-0.01,-0.189
John Merrick,2012,83,72,0.202,0.23,-0.047,-0.193
Chris Kirk,2012,93,85,0.032,0.444,-0.037,-0.195
Matt Bettencourt,2012,80,60,-0.558,-0.425,-0.077,-0.201
Rickie Fowler,2012,84,66,0.458,0.228,0.034,-0.202
Billy Mayfair,2012,90,78,0.08,-0.083,0.131,-0.205
Chez Reavie,2012,83,66,0.125,0.136,-0.101,-0.206
Josh Teater,2012,97,83,0.57,-0.231,-0.001,-0.209
Arjun Atwal,2012,79,66,-0.132,-0.227,-0.084,-0.217
Ángel Cabrera,2012,54,37,0.198,-0.306,-0.126,-0.217
Andres Romero,2012,68,54,-0.216,0.078,-0.049,-0.223
Robert Garrigus,2012,89,74,0.797,0.68,-0.264,-0.225
Alexandre Rocha,2012,62,50,-0.083,-0.221,-0.32,-0.232
Marco Dawson,2012,60,46,-0.606,-0.459,0.084,-0.235
Bill Lunde,2012,83,67,0.052,0.449,0.044,-0.241
Mathew Goggin,2012,65,55,0.108,-0.292,0.099,-0.242
Stephen Gangluff,2012,57,43,-0.932,-0.488,-0.296,-0.243
Stephen Ames,2012,54,39,-0.277,-0.277,-0.097,-0.255
Kevin Chappell,2012,91,72,0.228,-0.186,0.138,-0.262
Bobby Gates,2012,87,76,0.331,-0.016,-0.318,-0.262
Kevin Stadler,2012,85,70,0.351,0.711,-0.359,-0.263
Graham DeLaet,2012,79,71,0.5,0.334,-0.234,-0.278
Bubba Watson,2012,68,51,1.485,0.265,0.059,-0.28
Graeme McDowell,2012,55,38,0.49,0.641,-0.478,-0.282
Sean O'Hair,2012,84,76,0.255,0.25,0.149,-0.286
Miguel Angel Carballo,2012,73,57,-0.042,-0.728,-0.106,-0.294
Tom Pernice Jr.,2012,62,52,-0.921,-0.097,0.209,-0.318
Justin Leonard,2012,79,68,-0.401,-0.117,0.227,-0.325
Marc Leishman,2012,84,76,-0.209,0.559,0.193,-0.331
Camilo Villegas,2012,79,73,0.08,0.208,-0.117,-0.343
K.J. Choi,2012,71,56,0.064,0.153,0.382,-0.344
Cameron Beckman,2012,81,69,-0.226,0.058,-0.167,-0.353
Lee Westwood,2012,60,40,0.628,0.681,-0.166,-0.359
Rory Sabbatini,2012,84,72,0.247,-0.021,0.129,-0.37
Nick O'Hern,2012,78,68,-0.86,0.34,0.424,-0.392
Vijay Singh,2012,99,81,0.435,0.52,0.212,-0.404
Scott Stallings,2012,78,68,0.393,-0.113,-0.198,-0.405
Greg Owen,2012,90,77,0.336,0.367,0.012,-0.416
Charlie Beljan,2012,61,43,0.797,-0.226,-0.635,-0.421
Chad Campbell,2012,84,73,-0.04,0.751,-0.004,-0.425
Robert Allenby,2012,76,66,-0.449,0.537,-0.286,-0.428
Scott Brown,2012,65,51,0.17,-0.255,-0.219,-0.468
Charley Hoffman,2012,88,76,0.334,0.356,-0.123,-0.48
Ricky Barnes,2012,92,82,-0.29,0.499,0.075,-0.488
Gary Woodland,2012,70,53,0.32,0.153,-0.269,-0.497
Roland Thatcher,2012,55,44,-0.156,0.01,-0.498,-0.514
Robert Karlsson,2012,54,41,-0.04,0.072,0.03,-0.531
Heath Slocum,2012,93,75,0.248,0.427,-0.158,-0.554
D.J. Trahan,2012,73,62,0.088,-0.085,-0.15,-0.579
Kris Blanks,2012,65,60,0.192,0.558,-0.203,-0.608
Scott Dunlap,2012,57,46,0.062,0.252,-0.226,-0.688
Kyle Stanley,2012,86,70,0.786,0.439,-0.043,-0.797
Boo Weekley,2012,74,58,0.668,0.466,-0.162,-1.055
Kyle Thompson,2012,51,37,-0.204,0.204,-0.189,-1.209
Greg Chalmers,2013,77,70,-0.552,-0.237,-0.102,0.857
Steve Stricker,2013,51,35,0.311,0.567,0.596,0.72
Stephen Ames,2013,49,44,-0.662,-0.488,-0.147,0.713
Brandt Snedeker,2013,79,58,-0.025,0.121,0.354,0.692
Aaron Baddeley,2013,68,59,-0.603,-0.669,0.293,0.661
Phil Mickelson,2013,78,57,0.021,0.494,0.26,0.661
James Driscoll,2013,76,63,-0.422,0.022,0.139,0.65
Russell Henley,2013,80,66,0.432,-0.053,-0.233,0.609
Bryce Molder,2013,82,71,-0.538,0.052,0.395,0.594
Sergio Garcia,2013,65,47,0.131,0.538,0.259,0.591
Richard Lee,2013,81,72,-0.134,-0.074,-0.043,0.564
Doug LaBelle II,2013,72,59,-0.243,-0.479,-0.21,0.545
Luke Donald,2013,60,46,-0.459,0.583,0.628,0.528
Peter Hanson,2013,45,33,-0.306,0.192,0.138,0.484
David Hearn,2013,88,73,-0.199,0.179,-0.119,0.484
Harris English,2013,95,82,0.115,0.098,-0.077,0.477
Chris Kirk,2013,89,81,-0.213,0.62,0.099,0.456
Freddie Jacobson,2013,63,46,0.075,0.304,0.247,0.449
Charles Howell III,2013,87,80,0.133,-0.084,0.374,0.438
Colt Knost,2013,69,58,-0.625,-0.847,-0.242,0.435
David Lynn,2013,70,56,-0.229,-0.164,0.323,0.432
Brian Gay,2013,79,71,-0.577,-0.453,0.336,0.428
Tiger Woods,2013,61,43,-0.142,1.533,0.247,0.426
Rickie Fowler,2013,75,59,0.143,0.141,0.074,0.425
Aaron Watkins,2013,46,35,-0.568,-0.707,0.285,0.402
Matt Kuchar,2013,93,69,-0.01,0.731,0.278,0.398
Hunter Mahan,2013,91,68,0.417,0.285,0.05,0.382
Billy Horschel,2013,96,83,0.465,-0.121,-0.069,0.381
Sangmoon Bae,2013,83,72,0.053,-0.165,-0.376,0.371
Jason Day,2013,86,61,0.452,-0.013,0.167,0.37
Zach Johnson,2013,84,67,0.181,0.251,0.047,0.365
Stuart Appleby,2013,88,79,-0.28,-0.219,0.387,0.353
Patrick Reed,2013,83,74,0.089,-0.327,0.011,0.35
Justin Leonard,2013,86,75,-0.341,-0.255,0.363,0.348
Chris Stroud,2013,88,78,-0.578,0.52,0.333,0.34
Shawn Stefani,2013,63,50,-0.11,-0.308,-0.155,0.338
K.J. Choi,2013,85,63,0.096,0.154,0.258,0.337
Bob Estes,2013,66,62,-0.216,0.277,0.362,0.335
Ryan Palmer,2013,79,69,0.411,0.461,-0.323,0.333
Jeff Overton,2013,78,74,0.296,0.099,-0.384,0.315
Webb Simpson,2013,92,70,0.216,0.517,0.225,0.313
Jonas Blixt,2013,76,67,-0.227,-0.882,0.394,0.312
Charl Schwartzel,2013,69,54,0.195,0.711,0.061,0.301
Mike Weir,2013,60,47,-1.338,-0.12,0.399,0.288
Jimmy Walker,2013,84,75,0.082,0.407,0.164,0.276
Johnson Wagner,2013,64,52,-0.461,-0.32,-0.436,0.271
Bill Haas,2013,85,69,0.365,0.346,0.289,0.266
Casey Wittenberg,2013,72,61,-1.071,-0.067,0.263,0.254
Keegan Bradley,2013,88,72,0.698,0.27,0.185,0.25
"Ted Potter, Jr.",2013,65,55,0.166,0.046,-0.052,0.247
Kevin Streelman,2013,86,68,0.406,0.214,-0.008,0.246
Erik Compton,2013,74,65,0.012,-0.363,-0.076,0.234
Brian Davis,2013,91,83,0.051,0.222,0.185,0.232
William McGirt,2013,75,71,-0.208,-0.118,0.165,0.229
Daniel Summerhays,2013,83,78,-0.062,0.227,0.067,0.221
Ben Curtis,2013,59,46,-0.632,-0.034,0.208,0.211
Jerry Kelly,2013,75,64,0.109,0.159,0.125,0.198
Morgan Hoffmann,2013,64,53,0.227,-0.344,0.242,0.193
Jason Bohn,2013,70,66,-0.156,0.034,-0.095,0.185
Jordan Spieth,2013,82,67,0.611,0.48,0.2,0.182
Ian Poulter,2013,59,39,0.2,-0.153,0.29,0.177
Charlie Wi,2013,75,66,-0.224,-0.498,0.295,0.176
Tom Gillis,2013,69,60,0.062,-0.905,0.126,0.173
Brian Harman,2013,89,76,0.316,-0.856,0.096,0.147
J.J. Henry,2013,83,74,0.138,-0.122,-0.089,0.146
Scott Stallings,2013,79,66,0.389,-0.379,-0.392,0.146
Matt Jones,2013,83,70,0.396,0.123,0.22,0.145
Martin Kaymer,2013,61,42,0.402,-0.07,-0.335,0.137
Graeme McDowell,2013,53,37,0.251,0.217,-0.061,0.136
Charley Hoffman,2013,84,73,0.333,0.262,-0.145,0.128
Fabián Gómez,2013,65,56,0.089,-0.435,-0.026,0.124
Cameron Percy,2013,68,57,0.001,-0.198,-0.092,0.121
Andres Romero,2013,63,52,-0.05,-0.437,0.17,0.117
Cameron Tringale,2013,80,75,-0.079,0.169,0.149,0.104
Vaughn Taylor,2013,50,40,-0.042,0.148,-0.247,0.103
Graham DeLaet,2013,94,81,0.488,0.64,-0.159,0.1
Jim Furyk,2013,80,64,0.023,0.95,0.323,0.092
Tommy Gainey,2013,84,75,-0.098,-0.361,-0.411,0.089
Martin Flores,2013,83,76,0.136,0.092,0.118,0.08
Marc Leishman,2013,77,64,-0.099,0.345,-0.009,0.08
Ángel Cabrera,2013,73,57,0.294,-0.241,-0.059,0.069
Brian Stuard,2013,78,63,-0.128,0.118,-0.125,0.067
Andrew Svoboda,2013,46,35,-0.027,-0.295,-0.308,0.067
John Merrick,2013,79,68,0.038,0.365,0.051,0.063
Gary Woodland,2013,94,83,0.331,0.459,-0.392,0.062
Tim Clark,2013,64,43,0.048,0.087,-0.049,0.058
Tag Ridings,2013,69,58,-0.054,-0.174,0.003,0.053
Ben Kohles,2013,75,62,-0.042,-0.113,-0.354,0.051
Scott Langley,2013,79,64,-0.302,-0.124,0.215,0.04
Justin Bolli,2013,59,46,-0.273,-0.787,-0.21,0.038
D.H. Lee,2013,65,58,-0.142,-0.055,-0.015,0.037
Brendon de Jonge,2013,110,97,0.28,0.414,0.032,0.03
Brendan Steele,2013,86,77,0.025,-0.135,0.105,0.028
Ben Crane,2013,62,55,-0.143,0.313,0.005,0.024
Josh Teater,2013,86,61,0.365,0.083,-0.133,0.022
Bobby Gates,2013,49,38,-0.58,-0.498,-0.331,0.011
Nick Watney,2013,88,73,0.461,0.362,-0.317,0.006
Henrik Stenson,2013,65,44,0.71,0.776,0.128,0.004
Troy Matteson,2013,68,59,-0.206,-0.583,0.175,0.003
James Hahn,2013,78,67,0.044,-0.079,-0.034,0.002
Robert Streb,2013,75,62,0.164,-0.398,0.003,0
Brandt Jobe,2013,62,53,0.104,0.209,-0.191,-0.002
David Lingmerth,2013,68,57,0.301,-0.255,-0.022,-0.009
Chez Reavie,2013,72,67,0.381,0.186,-0.184,-0.009
Dicky Pride,2013,71,59,-0.365,0.012,0.002,-0.011
Alistair Presnell,2013,59,46,-0.548,-0.585,0.123,-0.02
Ken Duke,2013,87,75,0.009,0.13,-0.178,-0.026
Jin Park,2013,52,43,-0.335,-0.166,0.016,-0.027
Adam Scott,2013,61,44,0.734,0.548,0.055,-0.027
George McNeill,2013,68,64,-0.012,0.255,-0.03,-0.028
Ryan Moore,2013,72,57,0.232,0.007,0.139,-0.028
Carl Pettersson,2013,82,64,0.026,-0.252,0.126,-0.028
Pat Perez,2013,69,64,-0.127,0.505,-0.055,-0.039
Tim Herron,2013,45,44,-0.208,-0.285,0.197,-0.041
Steven Bowditch,2013,67,58,0.041,-0.641,0.316,-0.046
Y.E. Yang,2013,56,41,0.133,-0.5,-0.137,-0.069
Matt Every,2013,89,80,0.323,0.296,-0.234,-0.092
Rory McIlroy,2013,56,41,0.624,0.42,0.032,-0.093
Bubba Watson,2013,76,59,0.937,0.292,-0.065,-0.096
Dustin Johnson,2013,71,51,0.332,0.663,-0.09,-0.101
Jason Kokrak,2013,78,72,0.079,0.201,0.029,-0.119
Michael Thompson,2013,66,53,-0.28,-0.179,0.067,-0.12
Martin Laird,2013,68,53,0.389,-0.195,-0.058,-0.127
Padraig Harrington,2013,52,35,-0.345,0.067,0.321,-0.131
Ernie Els,2013,63,48,0.11,0.191,0.143,-0.136
John Senden,2013,79,61,0.344,-0.258,0.13,-0.138
Camilo Villegas,2013,79,64,-0.183,0.885,-0.095,-0.149
Henrik Norlander,2013,70,59,0.166,-0.105,-0.155,-0.16
D.A. Points,2013,87,68,-0.194,0.191,0.163,-0.161
Steve LeBrun,2013,66,53,0.248,-0.28,-0.185,-0.181
Bo Van Pelt,2013,72,54,0.186,0.025,-0.1,-0.181
Scott Piercy,2013,78,62,0.144,-0.038,-0.006,-0.184
Justin Rose,2013,62,46,0.459,0.961,0.491,-0.188
Charlie Beljan,2013,62,55,0.424,-0.437,-0.306,-0.205
Luke Guthrie,2013,82,65,-0.116,0.28,0.055,-0.205
Mark Wilson,2013,56,50,0.185,0.252,0.072,-0.21
Brad Fritsch,2013,81,68,0.005,0.313,-0.152,-0.212
Derek Ernst,2013,58,49,0.231,-0.564,-0.526,-0.216
Scott Brown,2013,65,55,0.338,-0.174,-0.014,-0.217
Justin Hicks,2013,79,66,0.218,0.462,-0.6,-0.219
John Huh,2013,88,75,0.179,0.155,0.19,-0.227
Jim Herman,2013,59,44,0.55,-0.091,-0.176,-0.229
Jason Dufner,2013,78,61,0.475,0.44,-0.103,-0.231
Stewart Cink,2013,71,56,-0.264,0.975,-0.058,-0.238
John Rollins,2013,77,68,0.164,0.409,-0.103,-0.243
D.J. Trahan,2013,48,38,0.182,-0.448,-0.018,-0.247
Chad Campbell,2013,78,72,-0.286,0.525,-0.033,-0.249
Luke List,2013,65,52,-0.447,-0.533,-0.097,-0.267
Rory Sabbatini,2013,86,72,0.273,0.468,0.002,-0.274
Sean O'Hair,2013,56,51,0.029,-0.576,-0.198,-0.277
Nicholas Thompson,2013,99,86,0.42,0.373,-0.288,-0.281
Kevin Stadler,2013,83,69,0.41,0.451,-0.11,-0.284
Jeff Maggert,2013,63,57,0.074,0.141,-0.166,-0.316
Scott Gardiner,2013,61,52,0.069,-0.527,-0.19,-0.33
Robert Allenby,2013,58,52,-0.733,0.296,-0.085,-0.337
Robert Karlsson,2013,56,37,-0.217,0.125,0.143,-0.337
Geoff Ogilvy,2013,57,42,-0.161,-0.268,0.117,-0.337
Kevin Chappell,2013,80,67,0.276,0.37,0.077,-0.338
Trevor Immelman,2013,73,62,-0.181,0.162,0.094,-0.365
David Toms,2013,49,32,-0.37,-0.026,0.095,-0.379
Darron Stiles,2013,51,42,-0.087,-0.401,0.003,-0.427
Lee Williams,2013,62,51,-0.514,-0.23,0.38,-0.427
Robert Garrigus,2013,69,49,0.509,0.571,-0.528,-0.437
David Mathis,2013,71,62,-0.328,-0.267,-0.105,-0.448
Michael Bradley,2013,56,43,-1.058,0.257,-0.068,-0.45
Seung-Yul Noh,2013,71,62,-0.162,-0.163,0.315,-0.463
Roberto Castro,2013,97,84,0.204,0.379,0.348,-0.465
Lee Westwood,2013,70,51,0.439,0.479,0.17,-0.484
Rod Pampling,2013,46,35,-0.115,-0.568,0.389,-0.564
Bud Cauley,2013,67,56,-0.063,0.238,0.148,-0.57
Nicolas Colsaerts,2013,50,36,0.552,0.322,-0.563,-0.579
Ricky Barnes,2013,74,65,-0.181,0.714,-0.227,-0.584
Greg Owen,2013,73,66,0.064,-0.045,0.036,-0.669
Boo Weekley,2013,100,83,0.594,0.401,-0.221,-0.676
Ryo Ishikawa,2013,72,55,0.11,0.191,-0.165,-0.683
Kyle Stanley,2013,71,60,0.64,0.419,-0.708,-0.683
Will Claxton,2013,67,56,0.341,-0.222,-0.215,-0.709
Lucas Glover,2013,65,52,0.541,0.307,-0.083,-0.851
Vijay Singh,2013,61,48,0.371,0.501,-0.021,-0.876
Eric Meierdierks,2013,48,37,0.316,-0.314,-0.501,-0.978
Graeme McDowell,2014,66,46,-0.034,0.379,-0.055,0.882
Aaron Baddeley,2014,74,59,-0.589,-0.291,0.051,0.872
Greg Chalmers,2014,85,73,-0.503,-0.636,0.151,0.856
Matt Every,2014,85,65,-0.234,0.029,-0.031,0.733
Freddie Jacobson,2014,91,81,-0.162,-0.199,0.068,0.704
Brendon Todd,2014,108,91,0.015,-0.174,0.289,0.664
Luke Donald,2014,57,44,-0.493,0.315,0.351,0.517
Morgan Hoffmann,2014,103,90,-0.172,-0.425,0.125,0.506
Justin Leonard,2014,75,62,-0.752,-0.497,0.571,0.496
Daniel Summerhays,2014,98,88,0.04,0.138,0.005,0.492
Stuart Appleby,2014,92,84,-0.311,-0.16,0.345,0.487
Jimmy Walker,2014,98,73,0.119,0.608,0.048,0.479
John Senden,2014,99,81,0.224,0.127,-0.023,0.476
Michael Thompson,2014,74,60,-0.211,-0.046,-0.06,0.466
Matt Kuchar,2014,91,76,0.21,0.527,0.38,0.457
Richard Lee,2014,80,61,-0.15,-0.75,0.021,0.446
Chad Collins,2014,78,61,-0.635,-0.522,0.273,0.438
Sangmoon Bae,2014,76,65,0.179,-0.299,-0.081,0.418
Ben Curtis,2014,77,64,-0.257,-0.416,0.057,0.4
Jordan Spieth,2014,102,79,0.034,0.286,0.26,0.399
Kevin Kisner,2014,85,70,0.049,0.076,-0.116,0.388
Chris Kirk,2014,105,86,0.033,0.287,0.169,0.374
Andres Romero,2014,81,72,0.05,-0.381,0.124,0.353
Retief Goosen,2014,94,78,-0.443,0.151,0.269,0.352
Andrew Loupe,2014,65,50,0.22,-0.509,-0.196,0.35
K.J. Choi,2014,80,67,-0.339,0.049,0.251,0.332
Russell Henley,2014,92,75,0.205,-0.371,-0.272,0.332
Brandt Snedeker,2014,89,66,-0.043,0.143,0.217,0.326
Jason Day,2014,54,33,0.495,0.176,0.402,0.317
David Hearn,2014,97,82,-0.118,0.146,0.108,0.315
Kevin Na,2014,94,78,-0.1,0.341,0.397,0.315
William McGirt,2014,96,84,0.002,-0.202,-0.035,0.314
Jonas Blixt,2014,64,43,-0.434,-0.299,0.221,0.303
Webb Simpson,2014,87,74,-0.027,0.333,0.275,0.3
Ryan Palmer,2014,85,67,0.76,0.133,0.078,0.295
Ben Martin,2014,80,63,0.213,-0.097,0.015,0.291
Rickie Fowler,2014,91,62,0.264,0.213,0.003,0.29
Paul Casey,2014,56,44,-0.013,0.762,-0.024,0.283
Brian Stuard,2014,91,74,-0.034,0.195,-0.119,0.283
Erik Compton,2014,88,75,-0.089,0.066,-0.235,0.282
Rory McIlroy,2014,66,48,1.367,0.602,0.022,0.274
George McNeill,2014,79,70,-0.061,0.537,0.053,0.271
Brian Gay,2014,81,63,-0.508,-0.501,0.276,0.268
Scott Langley,2014,95,79,-0.395,0.15,0.262,0.268
Charley Hoffman,2014,93,76,0.415,0.301,-0.026,0.266
Mike Weir,2014,69,53,-1.582,0.257,0.443,0.256
Keegan Bradley,2014,89,67,0.43,0.5,-0.19,0.254
Pat Perez,2014,84,75,-0.28,0.063,-0.039,0.251
Bryce Molder,2014,77,64,-0.763,0.006,0.275,0.249
Patrick Reed,2014,92,74,0.04,-0.352,0.393,0.249
Jerry Kelly,2014,80,66,-0.089,0.218,0.16,0.239
Phil Mickelson,2014,71,50,0.201,0.166,0.266,0.234
Jason Kokrak,2014,65,61,0.284,0.476,-0.074,0.222
Billy Horschel,2014,92,69,0.473,0.132,-0.087,0.22
Adam Scott,2014,68,56,0.725,0.61,0.166,0.22
Scott Brown,2014,100,83,0.277,-0.139,-0.005,0.211
Hunter Mahan,2014,88,72,0.687,-0.221,-0.153,0.207
Tim Wilkinson,2014,86,71,-0.145,-0.287,0.354,0.205
Luke Guthrie,2014,85,76,-0.231,0.113,0.228,0.19
Chris Stroud,2014,88,72,-0.174,0.132,0.278,0.182
Sergio Garcia,2014,61,40,0.382,1.15,0.286,0.167
Brooks Koepka,2014,56,42,0.425,0.598,-0.226,0.162
Ricky Barnes,2014,92,78,-0.267,0.396,0.015,0.157
Will MacKenzie,2014,82,73,0.044,-0.041,0.067,0.154
Lee Westwood,2014,57,43,0.334,0.037,0.124,0.151
Bill Haas,2014,107,82,0.296,0.382,0.265,0.147
Brian Davis,2014,93,81,-0.064,-0.419,0.399,0.145
Matt Jones,2014,83,60,0.236,-0.421,0.157,0.142
Danny Lee,2014,84,69,0.157,-0.007,-0.272,0.141
Ben Crane,2014,81,78,-0.297,-0.009,0.017,0.138
Jason Bohn,2014,81,73,-0.475,0.185,0.038,0.126
James Driscoll,2014,71,58,-0.661,-0.146,-0.151,0.123
Brendan Steele,2014,89,70,0.237,0.222,-0.062,0.121
Robert Streb,2014,75,64,0.461,-0.259,0.117,0.119
Brian Harman,2014,111,101,-0.014,0.296,0.121,0.113
Charlie Wi,2014,72,65,-0.35,-0.253,0.383,0.112
Brice Garnett,2014,92,78,-0.056,-0.197,-0.002,0.109
Cameron Tringale,2014,111,98,0.008,0.322,0.23,0.107
Zach Johnson,2014,97,84,0.145,0.513,0.093,0.106
Ryo Ishikawa,2014,75,62,-0.259,0.395,0.095,0.092
Jim Furyk,2014,84,66,0.121,1.175,0.408,0.091
Dustin Johnson,2014,58,41,0.73,0.533,-0.015,0.082
Sean O'Hair,2014,77,67,0.121,-0.473,0.026,0.082
Justin Hicks,2014,103,90,0.456,0.172,-0.631,0.069
Ian Poulter,2014,57,41,0.042,-0.176,0.028,0.067
Charl Schwartzel,2014,64,54,0.55,0.315,0.421,0.055
David Toms,2014,64,54,0.083,0.203,0.12,0.055
Johnson Wagner,2014,69,58,-0.209,-0.254,-0.152,0.05
Robert Garrigus,2014,80,73,0.362,0.156,-0.136,0.047
Ryan Moore,2014,86,62,0.253,0.499,0.041,0.042
Chesson Hadley,2014,84,71,-0.319,0.242,-0.102,0.041
Billy Hurley III,2014,86,72,-0.103,0.25,0.123,0.039
Charles Howell III,2014,106,95,0.498,0.017,0.201,0.037
Tim Clark,2014,75,62,-0.286,0.253,0.094,0.025
D.H. Lee,2014,54,45,-0.332,-0.591,0.103,0.024
Troy Merritt,2014,62,55,-0.213,0.261,-0.171,0.024
Tommy Gainey,2014,73,60,0.257,-0.057,-0.74,0.019
Jeff Overton,2014,80,66,0.056,-0.059,0.047,0.017
Tyrone Van Aswegen,2014,79,65,-0.735,0.291,0.181,0.017
Ángel Cabrera,2014,69,61,0.554,0.078,-0.434,0.007
Kevin Streelman,2014,79,60,0.471,-0.242,-0.162,0.006
Wes Roach,2014,67,50,-0.149,-0.107,-0.298,0
Camilo Villegas,2014,95,84,-0.159,0.413,0.061,0
Marc Leishman,2014,81,69,0.164,0.546,0.056,-0.017
Andrew Svoboda,2014,77,66,0.111,0.323,-0.064,-0.026
Harris English,2014,95,74,0.193,0.465,0.047,-0.028
Brendon de Jonge,2014,109,92,0.339,-0.012,-0.071,-0.032
Justin Rose,2014,70,52,0.402,0.744,0.36,-0.04
Brad Fritsch,2014,50,39,-0.048,0.098,0.06,-0.05
Bubba Watson,2014,76,56,0.967,0.324,0.111,-0.05
Bo Van Pelt,2014,83,67,0.048,0.468,-0.085,-0.053
Y.E. Yang,2014,79,61,-0.097,-0.586,0.22,-0.073
J.B. Holmes,2014,86,77,0.509,-0.317,0.283,-0.075
Nick Watney,2014,80,56,0.298,0.648,-0.258,-0.075
Heath Slocum,2014,71,62,0.203,0.083,0.041,-0.078
David Lingmerth,2014,80,67,0.094,-0.171,-0.142,-0.087
Bronson La'Cassie,2014,51,36,-0.04,-0.535,0.145,-0.088
Graham DeLaet,2014,80,64,0.36,0.895,0.007,-0.093
Spencer Levin,2014,59,50,-0.224,-0.113,0.107,-0.094
Martin Kaymer,2014,65,48,0.279,0.37,-0.294,-0.111
Russell Knox,2014,92,83,0.221,0.502,0.215,-0.116
Gonzalo Fernandez-Castaño,2014,83,69,-0.262,-0.07,0.24,-0.12
Seung-Yul Noh,2014,92,75,-0.268,0.447,0.248,-0.121
Stewart Cink,2014,91,72,-0.007,0.442,-0.192,-0.131
Woody Austin,2014,63,57,-0.318,-0.169,-0.21,-0.137
Carl Pettersson,2014,91,85,0.294,0.096,0.006,-0.138
Martin Flores,2014,85,68,-0.001,0.391,-0.029,-0.144
Shawn Stefani,2014,60,57,0.412,0.065,0.086,-0.146
Gary Woodland,2014,93,73,0.581,0.381,0.087,-0.149
Martin Laird,2014,66,55,0.238,-0.205,0.004,-0.154
Briny Baird,2014,50,45,-0.249,-0.183,0.013,-0.156
Kevin Tway,2014,64,47,0.048,-0.623,-0.102,-0.157
John Huh,2014,87,70,-0.059,0.016,0.033,-0.159
Robert Allenby,2014,83,70,-0.05,0.552,-0.234,-0.163
Henrik Stenson,2014,56,38,0.65,0.575,-0.064,-0.17
Ernie Els,2014,85,63,-0.016,0.141,0.529,-0.171
J.J. Henry,2014,91,78,0.192,-0.119,-0.105,-0.187
Hudson Swafford,2014,75,58,0.305,0.015,-0.436,-0.2
Willy Wilcox,2014,51,40,0.487,0.203,-0.138,-0.204
"Ted Potter, Jr.",2014,68,60,0.134,0.096,-0.104,-0.216
Josh Teater,2014,90,75,0.239,-0.091,-0.072,-0.218
Charlie Beljan,2014,76,67,0.523,-0.128,-0.453,-0.231
John Rollins,2014,84,67,-0.204,0.002,-0.193,-0.252
Jonathan Byrd,2014,76,65,0.079,-0.265,0.159,-0.271
Kevin Chappell,2014,100,87,0.386,0.526,0.058,-0.278
Scott Stallings,2014,77,63,0.135,-0.221,-0.283,-0.305
James Hahn,2014,82,73,0.162,0.009,-0.102,-0.306
Rory Sabbatini,2014,82,65,-0.065,0.021,-0.201,-0.326
Geoff Ogilvy,2014,84,73,-0.02,0.038,-0.05,-0.331
D.A. Points,2014,75,55,-0.424,-0.308,-0.021,-0.344
Davis Love III,2014,74,63,0.176,0.053,-0.285,-0.361
Jim Herman,2014,62,48,0.302,-0.238,-0.551,-0.362
Jhonattan Vegas,2014,77,64,0.628,-0.439,0.125,-0.37
Roberto Castro,2014,76,59,-0.122,-0.159,0.365,-0.384
Bud Cauley,2014,56,46,-0.073,-0.109,0.467,-0.389
Hideki Matsuyama,2014,82,64,0.325,1.022,0.198,-0.393
Ken Duke,2014,80,66,-0.092,0.329,-0.006,-0.409
Michael Putnam,2014,106,91,0.111,0.469,-0.063,-0.409
Troy Matteson,2014,62,49,-0.264,-0.417,-0.233,-0.422
Louis Oosthuizen,2014,50,30,0.724,-0.145,-0.367,-0.429
Chad Campbell,2014,57,46,0.056,0.641,0.011,-0.434
Kevin Stadler,2014,90,65,0.505,0.386,-0.012,-0.467
Trevor Immelman,2014,84,67,-0.006,-0.013,0.176,-0.474
Mark Wilson,2014,69,57,-0.232,-0.112,0.079,-0.539
Derek Ernst,2014,80,63,0.312,-0.694,-0.415,-0.558
John Merrick,2014,87,72,0.129,0.252,-0.329,-0.568
Jason Dufner,2014,57,42,0.316,0.59,0.192,-0.576
Vijay Singh,2014,83,76,0.167,0.126,0.261,-0.579
Steven Bowditch,2014,93,78,-0.002,0.094,0.307,-0.581
Jamie Lovemark,2014,64,47,0.374,-0.321,0.181,-0.585
Nicholas Thompson,2014,85,70,0.174,0.301,-0.371,-0.622
Jeff Maggert,2014,54,44,-0.135,0.2,-0.161,-0.652
Jim Renner,2014,61,52,-0.339,0.367,-0.248,-0.792
John Peterson,2014,62,55,0.415,0.539,-0.614,-0.819
Boo Weekley,2014,73,56,0.732,0.044,0.099,-1.152
Kyle Stanley,2014,87,72,0.44,0.623,-0.511,-1.385
