player_name,year,rounds,measured_rounds,avg_off_tee,avg_approach,avg_around,avg_putting
Nick O'Hern,2008,82,71,-0.102,0.491,0.147,0.348
Kevin Sutherland,2008,98,88,0.137,0.352,0.261,0.343
Hunter Mahan,2008,87,72,0.36,0.742,-0.437,0.341
Brenden Pappas,2008,66,56,-0.291,-0.292,0.214,0.335
Ben Curtis,2008,80,63,0.377,-0.173,0.236,0.321
John Mallinger,2008,95,84,0.075,-0.169,0.159,0.312
Todd Hamilton,2008,92,74,0.182,-0.026,-0.343,0.309
Stephen Leaney,2008,53,45,-0.484,-0.197,-0.131,0.304
Stephen Ames,2008,83,66,-0.085,0.623,0.198,0.303
Vaughn Taylor,2008,103,94,-0.12,0.256,-0.144,0.303
Brad Elder,2008,67,54,-0.216,-0.641,0.185,0.267
Tom Pernice Jr.,2008,104,98,-0.175,0.305,0.179,0.248
Carlos Franco,2008,73,63,-0.362,-0.011,0.184,0.23
Gavin Coles,2008,54,44,-0.51,0.454,0.167,0.217
James Driscoll,2008,85,76,-0.316,-0.116,-0.021,0.215
Jason Day,2008,81,77,0.285,-0.373,-0.209,0.214
Shigeki Maruyama,2008,50,42,-0.74,-0.244,0.47,0.214
Phil Mickelson,2008,80,59,0.402,0.842,0.36,0.214
Chris Riley,2008,51,40,-0.671,-0.646,0.65,0.213
Ryan Moore,2008,72,63,0.074,-0.077,-0.268,0.21
Pat Perez,2008,93,79,0.318,0.423,0.115,0.208
John Huston,2008,56,49,0.394,0.233,-0.17,0.189
Jeff Overton,2008,103,91,0.178,-0.036,-0.083,0.189
Scott McCarron,2008,63,54,-0.073,-0.297,0.108,0.177
Matt Kuchar,2008,88,70,-0.198,0.47,0.106,0.175
Tim Wilkinson,2008,95,80,-0.12,-0.081,0.262,0.174
Chad Campbell,2008,94,85,0.068,0.83,-0.166,0.169
Mike Weir,2008,88,66,-0.052,0.268,0.541,0.169
Steve Allan,2008,58,48,0.191,-0.758,-0.373,0.164
Tim Petrovic,2008,97,81,0.094,-0.408,0.235,0.156
Steve Marino,2008,119,104,0.461,0.194,-0.044,0.155
Bob Estes,2008,90,86,-0.126,0.396,0.082,0.146
Johnson Wagner,2008,83,68,-0.203,0.144,-0.104,0.141
Shane Bertsch,2008,96,90,-0.197,0.102,0.079,0.137
Chris DiMarco,2008,87,76,-0.344,0.032,-0.005,0.133
Geoff Ogilvy,2008,65,49,0.328,0.263,0.094,0.125
Mathew Goggin,2008,91,82,0.509,-0.027,0.222,0.122
Brandt Snedeker,2008,85,67,-0.28,0.325,0.116,0.122
John Rollins,2008,94,79,0.44,-0.2,-0.042,0.105
Brett Quigley,2008,80,73,-0.228,0.321,0.231,0.102
Bob Sowards,2008,61,52,-0.394,-0.483,-0.072,0.101
Alejandro Cañizares,2008,52,41,-0.413,-0.219,0.105,0.1
Steve Lowery,2008,74,67,0.142,-0.706,-0.04,0.096
Lee Janzen,2008,89,75,-0.591,0.062,0.144,0.094
Bill Haas,2008,99,90,0.218,0.031,0.051,0.09
J.J. Henry,2008,108,99,0.121,-0.043,-0.069,0.089
Camilo Villegas,2008,79,63,0.296,0.777,0.093,0.088
Kenny Perry,2008,97,92,0.514,0.599,-0.118,0.082
Jimmy Walker,2008,73,62,-0.411,-0.081,-0.063,0.08
Tim Clark,2008,90,73,-0.141,0.597,0.109,0.076
Glen Day,2008,64,56,-0.156,0.079,0.37,0.051
Jerry Kelly,2008,89,74,-0.128,0.127,0.156,0.045
Fred Couples,2008,60,51,0.347,0.218,0.154,0.043
Zach Johnson,2008,85,71,0.161,0.612,-0.201,0.039
Matt Jones,2008,95,84,-0.157,-0.354,0.148,0.031
Mark Hensby,2008,71,64,-0.373,-0.263,0.094,0.022
Ryan Armour,2008,87,76,0.228,-0.388,-0.639,0.02
Martin Laird,2008,98,85,0.165,0.113,-0.111,0.019
Tommy Armour III,2008,77,66,0.029,0.015,-0.187,0.018
Paul Goydos,2008,78,67,-0.283,0.098,-0.01,0.014
Jin Park,2008,85,70,-0.533,-0.215,-0.117,0.014
Charlie Wi,2008,97,88,0.066,0.141,0.249,0.014
Andres Romero,2008,69,49,0.061,-0.553,0.079,0.008
Jonathan Byrd,2008,88,77,0.089,0.028,0.165,0.006
Kevin Na,2008,97,91,-0.114,0,0.47,0.005
Jason Gore,2008,94,85,0.482,-0.1,-0.321,0.004
Woody Austin,2008,109,88,0.299,0.41,-0.081,0.003
Michael Allen,2008,91,78,0.286,0.216,-0.047,-0.002
Bart Bryant,2008,81,67,0.316,0.347,0.03,-0.004
Frank Lickliter II,2008,107,100,0.015,-0.246,-0.058,-0.018
Peter Lonard,2008,92,80,0.212,-0.081,0.01,-0.027
Mathias Grönberg,2008,87,79,0.293,-0.55,-0.187,-0.031
Todd Demsey,2008,80,71,0.119,-0.906,0.263,-0.032
Tag Ridings,2008,88,81,0.106,-0.03,-0.137,-0.04
Marco Dawson,2008,64,54,-0.478,-0.14,0.254,-0.042
Kent Jones,2008,68,55,-0.079,0.154,-0.007,-0.042
J.B. Holmes,2008,86,69,0.866,-0.172,-0.119,-0.05
Padraig Harrington,2008,52,32,0.279,0.221,0.46,-0.054
J.P. Hayes,2008,67,63,-0.122,-0.747,0.043,-0.062
Nick Watney,2008,96,84,0.531,0.133,-0.146,-0.066
George McNeill,2008,97,90,0.038,0.434,-0.01,-0.076
Sergio Garcia,2008,72,56,0.503,0.891,0.23,-0.077
Tom Scherrer,2008,56,44,-0.485,-0.073,-0.081,-0.077
Brian Davis,2008,108,102,0.147,0.038,0.2,-0.08
Kevin Streelman,2008,114,97,0.517,0.106,-0.196,-0.081
Paul Claxton,2008,63,50,-0.466,-0.421,-0.084,-0.082
Michael Letzig,2008,88,74,0.599,-0.257,0.126,-0.082
Steve Flesch,2008,95,81,-0.269,0.149,0.209,-0.097
Y.E. Yang,2008,89,80,-0.17,0.239,-0.369,-0.097
Davis Love III,2008,78,65,0.448,0.289,0.026,-0.1
Scott Sterling,2008,89,74,-0.072,0.246,-0.088,-0.102
Lucas Glover,2008,91,83,0.41,0.288,-0.162,-0.104
Charles Howell III,2008,101,87,0.13,0.283,0.236,-0.104
Brandt Jobe,2008,52,47,0.062,0.265,-0.444,-0.107
Charley Hoffman,2008,94,86,0.464,-0.219,-0.207,-0.118
Cliff Kresge,2008,84,73,-0.177,0.302,-0.125,-0.118
Rory Sabbatini,2008,77,63,0.358,-0.013,0.178,-0.119
Retief Goosen,2008,59,42,-0.162,0.187,0.45,-0.121
Robert Allenby,2008,108,86,0.534,1.217,-0.205,-0.139
Robert Garrigus,2008,90,86,0.577,0.174,-0.392,-0.149
Bo Van Pelt,2008,101,93,0.187,0.014,-0.071,-0.149
Troy Matteson,2008,94,89,0.174,0.113,-0.203,-0.152
David Duval,2008,51,41,-1.297,-0.53,0.111,-0.16
Rich Beem,2008,90,79,0.296,0.027,-0.088,-0.169
Kenneth Ferrie,2008,72,60,0.145,-0.481,-0.171,-0.174
Jeff Maggert,2008,86,79,0.092,0.085,-0.259,-0.177
Tom Lehman,2008,51,38,-0.065,0.546,0.162,-0.19
David Toms,2008,70,56,0.113,0.61,0.018,-0.193
Chez Reavie,2008,102,90,0.003,0.209,-0.074,-0.194
Sean O'Hair,2008,81,68,0.448,0.179,-0.003,-0.214
Billy Mayfair,2008,103,95,0.308,0.003,0.294,-0.228
Briny Baird,2008,113,96,0.208,0.65,0.073,-0.231
Kevin Stadler,2008,90,73,0.293,0.013,-0.397,-0.255
Ángel Cabrera,2008,55,39,0.048,0.249,-0.074,-0.26
Rocco Mediate,2008,87,69,-0.063,0.4,-0.05,-0.264
Ron Whittaker,2008,54,41,-0.208,-0.112,-0.155,-0.272
Scott Verplank,2008,82,65,0.266,0.508,0.127,-0.281
Cameron Beckman,2008,87,74,-0.162,0.174,0.16,-0.282
Jon Mills,2008,95,78,-0.109,-0.174,0.014,-0.287
Nick Flanagan,2008,89,80,0.152,-0.159,-0.498,-0.291
Paul Casey,2008,55,36,0.372,0.616,-0.394,-0.299
Rod Pampling,2008,83,68,0.3,-0.02,0.25,-0.305
Billy Andrade,2008,71,62,-0.381,-0.11,-0.162,-0.311
John Senden,2008,93,82,0.385,0.63,-0.116,-0.313
Dustin Johnson,2008,92,81,0.435,-0.268,-0.129,-0.319
Kyle Thompson,2008,70,57,-0.259,-0.749,-0.189,-0.33
Brad Adamonis,2008,87,76,-0.082,-0.084,0.298,-0.332
Brett Rumford,2008,72,61,-0.718,-0.348,0.526,-0.332
Cody Freeman,2008,66,55,-0.22,-0.569,-0.096,-0.341
Jason Allred,2008,63,50,-0.286,-0.735,0.241,-0.357
Jim McGovern,2008,75,63,-0.759,0.089,0.084,-0.369
Justin Bolli,2008,87,73,-0.181,0.117,-0.393,-0.372
Bubba Watson,2008,97,80,0.538,0.416,-0.051,-0.385
Vijay Singh,2008,82,63,0.819,0.607,0.45,-0.407
D.J. Trahan,2008,94,78,0.374,0.496,0.064,-0.411
Chris Stroud,2008,81,66,0.132,-0.224,-0.052,-0.413
Nicholas Thompson,2008,113,96,0.611,-0.344,0.028,-0.413
John Merrick,2008,98,77,0.41,0.04,-0.052,-0.418
Olin Browne,2008,77,70,0.081,-0.243,-0.224,-0.422
John Riegger,2008,73,64,0.351,0.217,-0.159,-0.423
Adam Scott,2008,51,35,0.475,0.384,0.44,-0.44
Heath Slocum,2008,104,86,0.306,0.545,-0.132,-0.442
Alex Cejka,2008,75,60,-0.041,0.677,-0.202,-0.444
Jay Williamson,2008,96,80,0.142,0.147,-0.181,-0.466
Will MacKenzie,2008,62,57,0.192,-0.239,-0.13,-0.49
Boo Weekley,2008,86,64,0.715,0.443,-0.109,-0.498
Ernie Els,2008,51,36,0.101,0.79,0.228,-0.509
Omar Uresti,2008,74,63,0.037,-0.007,0.385,-0.52
Mark Calcavecchia,2008,67,54,0.247,0.513,-0.163,-0.53
Jeff Gove,2008,50,44,0.26,-0.075,0.228,-0.555
Ted Purdy,2008,68,59,0.102,-0.051,-0.084,-0.558
Travis Perkins,2008,53,40,-0.216,-0.73,-0.235,-0.575
Trevor Immelman,2008,70,54,-0.061,0.303,0.427,-0.675
David Lutterus,2008,59,50,-0.249,-0.745,0.196,-0.903
Robert Gamez,2008,79,71,0.096,0.18,-0.154,-0.904
Harrison Frazar,2008,73,62,0.454,0.097,-0.184,-0.912
Tommy Gainey,2008,60,46,0.146,-0.168,-0.461,-0.919
Charles Warren,2008,79,74,0.683,-0.148,-0.504,-0.947
Joe Durant,2008,92,79,0.582,0.447,-0.364,-0.978
Luke Donald,2009,79,61,-0.54,0.426,0.249,0.934
Tiger Woods,2009,64,48,0.335,1.398,0.579,0.877
Brad Faxon,2009,59,52,-1.03,-1.428,-0.246,0.78
Ben Curtis,2009,63,47,0.154,-0.642,-0.028,0.766
Brandt Snedeker,2009,81,65,-0.037,0.03,0.069,0.761
Bryce Molder,2009,69,54,-0.321,-0.005,0.112,0.747
Brian Gay,2009,96,82,-0.322,-0.032,0.259,0.726
Jim Furyk,2009,86,65,-0.021,0.557,0.439,0.715
Greg Chalmers,2009,85,71,-0.221,-0.186,0.118,0.698
Matt Kuchar,2009,82,71,0.12,0.052,0.289,0.698
Parker McLachlin,2009,71,67,-1.036,-0.976,0.252,0.617
Aaron Baddeley,2009,66,58,-0.459,-0.507,0.212,0.604
Bob Heintz,2009,59,51,-0.326,-0.335,0.081,0.601
Matt Jones,2009,56,45,-0.234,-0.078,0.11,0.583
Webb Simpson,2009,94,87,-0.297,-0.223,0.139,0.555
Joe Ogilvie,2009,85,77,-0.218,-0.287,0.05,0.546
Pat Perez,2009,74,62,-0.074,-0.129,0.113,0.534
Freddie Jacobson,2009,83,73,-0.334,-0.069,0.282,0.516
Jason Day,2009,61,50,0.323,0.031,0.016,0.5
Geoff Ogilvy,2009,78,58,0.258,-0.02,0.329,0.493
Charlie Wi,2009,92,79,-0.167,-0.036,0.044,0.488
Padraig Harrington,2009,66,48,-0.315,0.471,0.577,0.477
Kevin Na,2009,91,78,-0.141,0.273,0.33,0.477
Scott McCarron,2009,91,81,0.259,-0.485,0.05,0.473
Retief Goosen,2009,74,56,0.253,0.178,0.11,0.47
Mike Weir,2009,85,67,-0.276,0.229,0.358,0.469
Jeff Klauk,2009,97,88,-0.016,-0.243,0.105,0.453
Ryuji Imada,2009,85,69,-0.583,-0.252,0.378,0.442
Stephen Ames,2009,77,57,0.214,0.236,-0.132,0.436
Ben Crane,2009,93,80,0.282,-0.038,0.1,0.431
Corey Pavin,2009,73,54,-0.974,0.17,0.326,0.429
Hunter Mahan,2009,94,75,0.628,0.561,-0.345,0.41
George McNeill,2009,82,76,-0.02,0.203,0.112,0.408
Spencer Levin,2009,75,67,-0.493,0.196,0.053,0.4
Mark Wilson,2009,99,88,0.147,-0.174,0.194,0.386
Zach Johnson,2009,94,79,0.253,0.844,0.068,0.38
Nathan Green,2009,104,92,-0.407,-0.153,0.089,0.375
Dean Wilson,2009,81,70,-0.957,0.369,0.257,0.351
David Mathis,2009,82,69,-0.266,-0.286,-0.114,0.349
Ryan Moore,2009,89,75,0.26,0.017,-0.18,0.347
Chris Riley,2009,77,67,-0.342,-0.246,0.728,0.346
Eric Axley,2009,71,59,-1.441,-0.804,-0.253,0.341
Stewart Cink,2009,79,59,0.098,-0.041,-0.11,0.34
Vaughn Taylor,2009,88,79,-0.188,-0.004,-0.183,0.339
Richard Johnson,2009,85,74,-0.503,-0.08,-0.154,0.332
Jerry Kelly,2009,90,77,0.062,0.165,0.226,0.327
Harrison Frazar,2009,93,84,-0.056,0.089,-0.045,0.322
Carl Pettersson,2009,86,74,-0.326,-0.423,-0.143,0.321
Bob Estes,2009,78,69,-0.128,0.131,0.212,0.313
Tim Petrovic,2009,97,86,0.12,0.044,0.179,0.306
Daniel Chopra,2009,89,83,-0.022,-0.345,0.047,0.302
Tim Clark,2009,81,59,0.125,0.773,0.087,0.276
Bo Van Pelt,2009,100,82,0.387,0.082,-0.042,0.275
Kevin Sutherland,2009,96,73,0.233,0.013,0.175,0.27
Kenny Perry,2009,92,73,0.566,0.414,-0.042,0.268
Lee Janzen,2009,74,61,-0.331,0.184,0.17,0.262
Anthony Kim,2009,76,60,0.115,0.1,0.019,0.245
James Nitties,2009,86,76,0.262,-0.512,0.095,0.238
Nick Watney,2009,86,68,0.732,0.345,-0.201,0.237
Jeff Quinney,2009,78,71,-0.563,0.064,0.049,0.217
Steve Stricker,2009,81,62,0.275,1.018,0.327,0.207
Ryan Palmer,2009,78,70,-0.143,-0.15,-0.268,0.188
Ángel Cabrera,2009,55,38,0.372,0.295,-0.296,0.172
Lucas Glover,2009,93,79,0.638,0.138,-0.157,0.149
Marc Leishman,2009,91,84,0.163,0.239,-0.19,0.141
Paul Goydos,2009,79,65,0.107,0.395,-0.089,0.135
Rod Pampling,2009,72,64,0.183,0.023,0.35,0.127
Jeff Overton,2009,92,76,-0.017,-0.056,0.026,0.125
Todd Hamilton,2009,83,64,0.055,-0.512,-0.155,0.123
Kevin Streelman,2009,97,87,0.437,-0.012,-0.261,0.121
J.J. Henry,2009,97,84,0.03,0.125,0.084,0.114
Justin Rose,2009,71,57,0.189,0.093,0.113,0.111
Steve Marino,2009,98,84,0.668,0.323,-0.081,0.11
Aron Price,2009,89,77,-0.456,-0.056,-0.165,0.109
Charley Hoffman,2009,97,87,0.405,0.235,-0.128,0.096
Michael Letzig,2009,96,86,0.24,-0.169,0.215,0.096
Ian Poulter,2009,59,42,0.222,0.24,0.65,0.094
David Toms,2009,98,80,0.497,0.566,-0.006,0.093
Justin Leonard,2009,95,75,0.008,0.547,0.31,0.087
John Mallinger,2009,90,71,0.097,-0.034,0.216,0.08
Bubba Watson,2009,73,57,0.387,0.037,0.044,0.08
Steve Lowery,2009,83,77,0.185,-0.314,-0.473,0.079
Ted Purdy,2009,101,89,0.421,-0.22,-0.231,0.077
Colt Knost,2009,71,56,-0.012,-0.562,-0.304,0.076
Brian Bateman,2009,55,48,-0.64,-0.486,-0.226,0.075
Scott Sterling,2009,51,40,-0.14,0.162,0.194,0.075
Scott Piercy,2009,85,76,0.119,0.111,-0.103,0.069
Brad Adamonis,2009,70,61,-0.339,-0.379,0.181,0.066
Matt Bettencourt,2009,98,87,-0.046,-0.267,-0.257,0.058
Martin Laird,2009,72,62,0.538,-0.509,-0.138,0.054
Marc Turnesa,2009,77,71,-0.237,-0.616,-0.35,0.041
Johnson Wagner,2009,81,74,-0.197,0.09,-0.072,0.04
John Senden,2009,100,92,0.443,0.606,-0.028,0.038
Bill Haas,2009,91,82,0.535,-0.126,0.011,0.036
Cliff Kresge,2009,78,67,-0.108,0.047,0.02,0.033
Dustin Johnson,2009,85,64,0.509,0.175,0.137,0.031
Scott Verplank,2009,88,79,0.229,0.621,0.006,0.031
Chad Campbell,2009,90,71,-0.057,0.635,-0.006,0.03
Troy Matteson,2009,95,88,0.486,-0.087,-0.181,0.025
Patrick Sheehan,2009,51,39,-0.05,0.266,0.014,0.021
Woody Austin,2009,84,76,-0.036,0.467,0.102,0.019
Nick O'Hern,2009,90,85,-0.205,0.451,0.07,0.006
Mark Brooks,2009,55,40,-0.49,-0.277,-0.004,0.003
D.A. Points,2009,99,86,0.068,0.211,0.016,0.003
Brian Davis,2009,103,91,0.181,0.038,0.076,0.001
Bill Lunde,2009,83,75,0.143,-0.029,0.043,0
John Rollins,2009,92,79,0.618,-0.449,-0.157,-0.001
Cameron Beckman,2009,87,75,-0.191,0.283,-0.074,-0.009
John Merrick,2009,91,68,0.162,-0.082,-0.328,-0.016
Tom Pernice Jr.,2009,82,75,-0.245,0.006,0.192,-0.017
Jason Dufner,2009,90,78,0.323,0.313,0.016,-0.028
Charles Howell III,2009,99,83,0.13,0.141,0.36,-0.03
Rich Beem,2009,77,58,0.101,-0.019,-0.309,-0.033
Andres Romero,2009,58,43,0.37,-0.521,-0.096,-0.044
Michael Allen,2009,73,58,0.329,0.292,-0.106,-0.048
K.J. Choi,2009,65,50,-0.006,-0.002,0.222,-0.051
Brendon Todd,2009,53,47,-0.792,-0.71,0.055,-0.051
Sergio Garcia,2009,59,44,0.46,0.65,-0.282,-0.065
Y.E. Yang,2009,83,70,0.17,0.386,-0.108,-0.065
Steve Elkington,2009,70,62,0.097,0.096,0.047,-0.069
Tim Herron,2009,87,81,0.067,-0.243,0.216,-0.073
Chris Stroud,2009,88,76,-0.133,0.36,-0.128,-0.092
Jimmy Walker,2009,74,64,-0.574,0.263,0.244,-0.103
Matt Weibring,2009,65,55,-0.193,0.373,0.056,-0.105
Brian Vranesh,2009,51,43,0.06,-0.63,-0.182,-0.109
Chris DiMarco,2009,97,87,-0.264,0.207,0.311,-0.116
David Duval,2009,56,44,-1.33,-0.266,-0.006,-0.126
Sean O'Hair,2009,80,58,0.539,0.796,-0.038,-0.127
Bart Bryant,2009,58,52,-0.106,-0.033,-0.226,-0.142
Kent Jones,2009,73,61,0.004,-0.462,-0.08,-0.145
Phil Mickelson,2009,66,48,0.312,0.268,0.383,-0.146
Brett Quigley,2009,92,75,-0.297,0.508,0.095,-0.193
Chez Reavie,2009,81,70,-0.203,-0.109,0.265,-0.195
Tommy Armour III,2009,58,52,0.353,0.264,-0.338,-0.2
Camilo Villegas,2009,76,56,0.427,0.474,0.128,-0.203
Brendon de Jonge,2009,90,79,0.134,0.034,-0.187,-0.217
Tag Ridings,2009,50,41,0.429,-0.19,0.222,-0.225
Kevin Stadler,2009,65,54,0.018,0.213,0.146,-0.239
Leif Olson,2009,51,43,-0.599,-0.399,-0.378,-0.24
Mark Calcavecchia,2009,72,62,-0.095,-0.07,-0.051,-0.259
Mathew Goggin,2009,76,60,0.403,-0.036,-0.107,-0.273
Davis Love III,2009,89,77,0.384,0.378,-0.004,-0.274
Charles Warren,2009,63,53,0.628,0.183,-0.358,-0.286
Steve Flesch,2009,77,63,-0.301,0.318,0.162,-0.292
Jeff Maggert,2009,79,73,0.447,-0.192,-0.201,-0.3
Alex Cejka,2009,82,71,-0.006,0.372,0.188,-0.322
Rory Sabbatini,2009,81,67,0.299,0.452,0.284,-0.322
Kris Blanks,2009,60,47,0.154,0.284,-0.375,-0.328
Briny Baird,2009,89,72,-0.012,0.515,0.163,-0.337
Fred Couples,2009,54,42,0.304,0.348,0.157,-0.342
Derek Fathauer,2009,63,51,-0.35,-0.568,-0.167,-0.345
Glen Day,2009,79,64,-0.139,-0.263,0.067,-0.35
Robert Garrigus,2009,83,72,0.418,0.311,-0.354,-0.365
Jason Bohn,2009,88,82,0.16,0.754,-0.236,-0.381
Ernie Els,2009,70,54,0.397,0.722,0.196,-0.394
Jarrod Lyle,2009,65,50,0.159,-0.601,0.274,-0.415
D.J. Trahan,2009,96,80,0.506,0.369,-0.232,-0.419
Heath Slocum,2009,95,85,0.415,0.306,-0.199,-0.426
Casey Wittenberg,2009,71,54,-0.132,-0.056,0.158,-0.431
Jonathan Byrd,2009,89,79,0.581,0.368,0.118,-0.434
Greg Owen,2009,97,82,0.452,0.295,-0.071,-0.439
Nicholas Thompson,2009,96,87,0.473,0.096,-0.203,-0.468
Peter Lonard,2009,86,77,-0.166,-0.269,-0.034,-0.47
Greg Kraft,2009,51,41,-0.581,0.016,-0.474,-0.471
Ken Duke,2009,87,71,-0.077,-0.04,0.177,-0.475
Rocco Mediate,2009,79,66,0.029,0.324,0.337,-0.521
Boo Weekley,2009,79,65,0.721,0.301,0.011,-0.528
Tom Lehman,2009,55,35,0.141,0.834,-0.087,-0.531
Gary Woodland,2009,53,37,-0.203,-0.021,-0.52,-0.541
Jason Gore,2009,74,62,0.326,-0.163,-0.163,-0.617
Peter Tomasulo,2009,61,46,0.249,-0.573,-0.143,-0.619
Robert Allenby,2009,71,56,0.493,1.015,0.11,-0.631
Darron Stiles,2009,52,42,0.094,-0.049,0.143,-0.655
Vijay Singh,2009,71,51,0.377,0.319,0.08,-0.657
Stuart Appleby,2009,79,65,-0.222,0.179,0.216,-0.658
J.B. Holmes,2009,74,61,0.123,0.291,-0.138,-0.73
Joe Durant,2009,62,47,0.465,0.413,-0.404,-0.779
Rick Price,2009,54,41,-0.154,-0.168,-0.39,-0.807
Kirk Triplett,2009,60,55,0.37,-0.027,-0.075,-0.84
Adam Scott,2009,53,42,-0.005,-0.045,0.27,-0.881
Jay Williamson,2009,69,57,-0.084,0.195,0.047,-0.895
Billy Mayfair,2009,83,69,0.02,-0.01,0.01,-0.91
Will MacKenzie,2009,69,61,0.257,0.088,0.052,-0.991
Ricky Barnes,2009,67,51,-0.042,0.327,-0.037,-1.216
Luke Donald,2010,71,53,-0.506,0.661,0.464,0.87
Carl Pettersson,2010,99,83,-0.18,-0.152,0.069,0.818
Paul Casey,2010,64,44,0.215,0.483,-0.111,0.812
Dean Wilson,2010,54,47,-0.341,0.158,0.139,0.781
Greg Chalmers,2010,93,87,-0.555,0.06,0.07,0.772
Brian Gay,2010,101,82,-0.597,0.159,0.228,0.73
Retief Goosen,2010,75,53,0.337,0.185,0.395,0.679
Matt Kuchar,2010,97,75,0.158,0.336,0.334,0.648
Chad Collins,2010,87,75,-0.66,-0.116,0.293,0.626
Zach Johnson,2010,93,75,0.118,0.221,-0.129,0.583
Charlie Wi,2010,95,89,-0.286,0.28,0.127,0.574
Ryuji Imada,2010,90,84,-0.298,-0.207,0.24,0.551
Michael Sim,2010,64,53,-0.351,-0.237,0.306,0.518
Troy Merritt,2010,86,77,-0.177,-0.45,-0.326,0.512
Aaron Baddeley,2010,94,88,0.112,-0.797,0.391,0.509
Matt Jones,2010,89,80,-0.122,-0.219,0.321,0.509
Scott McCarron,2010,90,83,0.093,-0.529,0.079,0.507
Kevin Na,2010,94,76,-0.247,0.333,0.276,0.493
Bryce Molder,2010,84,73,-0.406,0.235,0.205,0.476
Brandt Snedeker,2010,89,75,-0.287,0.088,0.308,0.464
Charles Howell III,2010,103,90,-0.041,0.046,0.324,0.452
Steve Stricker,2010,73,56,0.191,0.773,0.419,0.437
Ryan Palmer,2010,84,71,0.175,0.01,-0.324,0.433
Brad Faxon,2010,58,48,-1.343,-0.622,-0.553,0.426
Jeff Overton,2010,89,71,0.232,0.064,-0.074,0.409
Jim Furyk,2010,76,60,0.15,0.641,0.367,0.402
Jeff Quinney,2010,91,80,-0.402,0.207,-0.232,0.388
Pat Perez,2010,90,83,-0.005,-0.001,0.199,0.379
Stephen Ames,2010,75,69,0.011,0.054,0.12,0.375
Geoff Ogilvy,2010,62,50,-0.165,0.488,0.041,0.37
Webb Simpson,2010,98,92,-0.308,-0.046,0.153,0.37
Matt Bettencourt,2010,91,70,0.089,-0.831,-0.111,0.368
Daniel Chopra,2010,74,67,-0.307,-1.07,-0.084,0.361
Tom Gillis,2010,97,90,0.348,-0.297,0.21,0.359
Nathan Green,2010,86,81,-0.566,-0.192,0.167,0.339
Michael Connell,2010,89,77,-0.284,0.081,0.007,0.337
Skip Kendall,2010,58,49,-0.486,-0.651,-0.031,0.333
Paul Stankowski,2010,62,53,0.016,0.377,-0.16,0.332
Ernie Els,2010,72,55,0.215,0.735,0.043,0.33
Steve Elkington,2010,74,59,0.368,-0.191,0.049,0.328
George McNeill,2010,79,70,-0.488,0.175,0.018,0.319
James Driscoll,2010,78,74,-0.014,-0.26,0.019,0.315
Chris Couch,2010,66,59,0.444,-0.242,-0.199,0.302
Ryan Moore,2010,80,61,0.45,0.026,-0.091,0.299
Brian Stuard,2010,81,71,-0.204,-0.77,-0.058,0.289
David Toms,2010,86,70,0.254,0.122,0.058,0.274
Tim Clark,2010,88,68,-0.025,0.591,-0.003,0.269
Padraig Harrington,2010,57,44,-0.104,0.524,0.379,0.267
Ben Crane,2010,85,66,0.169,0.379,0.046,0.266
Steve Marino,2010,81,63,0.27,-0.016,0.053,0.261
Andres Romero,2010,73,72,0.167,-0.101,-0.184,0.254
Jimmy Walker,2010,82,70,-0.538,0.336,0.047,0.252
Justin Rose,2010,78,70,0.338,0.168,0.447,0.243
Freddie Jacobson,2010,83,77,-0.064,0.302,0.241,0.241
Matt Every,2010,60,51,0.166,-0.292,-0.185,0.24
Shaun Micheel,2010,70,53,-0.136,0.182,0.205,0.235
Brent Delahoussaye,2010,57,47,-0.467,-0.114,-0.465,0.231
Chris Tidland,2010,77,68,0.285,-0.508,-0.015,0.231
Ben Curtis,2010,78,66,-0.159,0.054,0.11,0.229
J.J. Henry,2010,92,79,0.383,-0.19,-0.052,0.217
Scott Piercy,2010,88,81,-0.013,-0.065,-0.142,0.215
Ian Poulter,2010,55,34,-0.109,-0.655,0.221,0.213
Steve Wheatcroft,2010,74,58,0.002,-0.65,-0.185,0.211
Alex Prugh,2010,88,80,0.39,-0.304,-0.197,0.202
Blake Adams,2010,84,75,0.292,-0.726,0.002,0.196
Stewart Cink,2010,84,65,0.431,0.309,-0.111,0.19
Richard Johnson,2010,90,73,-0.388,0.006,-0.104,0.188
Y.E. Yang,2010,72,58,0.316,-0.252,-0.083,0.188
Chris Riley,2010,73,63,0.164,-0.177,0.364,0.185
Justin Leonard,2010,89,72,-0.184,0.299,0.242,0.181
Tim Herron,2010,79,69,-0.233,-0.211,0.044,0.171
Rich Barcelo,2010,70,58,-1.027,0.228,0.13,0.144
Mark Wilson,2010,87,79,-0.196,-0.292,0.354,0.139
Robert Allenby,2010,76,61,0.403,0.642,-0.031,0.137
James Nitties,2010,92,81,-0.188,0.058,-0.258,0.133
Spencer Levin,2010,110,98,0.054,0.413,-0.034,0.132
Jason Bohn,2010,84,74,0.082,0.324,-0.103,0.13
Rickie Fowler,2010,98,83,0.408,0.395,-0.138,0.129
David Duval,2010,71,56,-0.354,0.202,-0.245,0.12
Dustin Johnson,2010,83,63,0.76,0.288,-0.179,0.112
Charley Hoffman,2010,85,77,0.638,0.317,-0.065,0.104
